items,item_utilities,item_probabilities
638 920 1104 1174 1180 1380 1470 1536,630 219 980 681 780 1448 964 266,0.82 0.54 0.03 0.83 0.4 0.19 0.5 0.46
651 1461,160 768,0.71 0.19
185 196 951 1361,171 988 579 362,0.05 0.22 0.19 0.22
319 961 988 1005 1338 1434,320 524 1083 548 666 186,0.3 0.72 0.89 0.14 0.65 0.42
67 138 610 1086 1309,558 810 681 505 692,0.44 0.94 0.55 0.24 0.42
491 711 990 1227 1393,1404 867 1248 1124 740,0.1 0.54 0.29 0.35 0.72
334 551,390 963,0.91 0.25
349 366 436 486 902 909 1052,702 708 459 455 291 310 420,0.2 0.42 0.54 0.44 0.73 0.54 0.07
30 370 526 823 1012 1349 1405,423 276 900 1029 827 1160 267,0.93 0.81 0.71 0.52 0.21 0.51 0.66
373 479 483 1299 1555,552 645 969 1104 1475,0.2 0.08 0.8 0.59 0.32
255 825,128 849,0.62 0.17
421 631 637 931 1080,1180 234 258 570 876,0.93 0.36 0.49 0.46 0.44
296 672 1184,200 1336 852,0.49 0.4 0.65
406 522 755,656 488 894,0.16 0.9 0.14
13 1284 1554,795 729 762,0.54 0.16 1.0
27 504 1042 1113,1060 736 345 200,0.47 0.69 0.5 0.93
976 1313,234 784,0.66 0.75
210 493 580 1046 1202 1496,308 1320 723 498 1576 741,0.56 0.4 0.44 0.06 0.67 0.61
58 74 145 761,693 314 908 509,0.69 0.34 0.68 0.09
162 208 711,855 741 867,0.41 0.25 0.12
143 332 725 908,492 442 447 138,0.72 0.9 0.97 0.78
276 819 881 1518,1544 1108 362 1056,0.46 0.81 0.63 0.46
307 662,444 459,0.85 0.61
384 413 533 1055 1099 1382 1521,216 675 726 324 648 225 280,0.68 0.75 0.78 0.58 0.89 0.87 0.59
573 773 783 989 1299,1017 213 741 252 827,0.15 0.61 0.11 0.31 0.92
12 305 948 991 1274 1414 1420,462 1356 592 650 393 401 519,0.02 0.96 0.97 0.31 0.29 0.7 0.82
465 881,885 543,0.1 0.5
140 280 324 756 1416 1538 1545,546 543 591 536 834 1019 687,0.36 0.85 0.36 0.93 0.49 0.01 0.82
180 254 1349,138 168 1160,0.82 0.92 0.73
167 171 560 963 986 1076,240 885 240 720 1400 972,0.18 0.11 0.65 0.42 0.68 0.92
28 901 1003 1529,782 897 156 981,0.93 0.94 0.52 0.32
529 1217 1450,657 381 554,0.48 0.17 0.03
136 235 262 772 1072 1105 1134,774 1065 268 582 390 555 728,0.65 0.23 0.79 0.52 0.93 0.63 0.27
266 632 699 909 915 1069 1115,486 249 284 620 861 171 750,0.56 0.19 0.5 0.53 0.46 0.56 0.86
235 401 1056 1277 1366,1420 210 878 762 552,0.83 0.71 0.26 0.88 0.26
1110,840,0.31
208 451 684 907 1260 1427 1510,741 356 204 1368 268 981 192,0.06 0.58 0.95 0.67 0.45 0.5 0.78
215 821 1330,316 382 266,0.17 0.84 0.4
442 492 592,672 708 744,0.63 0.87 0.14
34 650 1522,507 465 227,0.21 0.36 0.77
912 1449,789 174,0.02 0.89
417 646 673 1022 1532,544 256 822 453 695,0.22 0.34 0.23 0.88 0.01
344 647,684 822,0.8 0.42
260 676 986,368 1316 1400,0.55 0.47 0.77
227 410 776,792 504 1556,0.88 0.26 0.84
73 622 735 812 1205 1315 1388,699 243 441 1002 520 712 875,0.81 0.77 0.75 0.84 0.38 0.17 0.95
46 146 173 568 602 685 1354,688 1149 429 999 642 612 592,0.32 0.91 0.5 0.29 0.11 0.75 0.78
176 609 819 825 1119 1268,681 777 831 1132 951 520,0.74 0.97 0.35 0.48 0.82 0.98
445 567 867,1038 940 564,0.61 0.34 0.16
91 178 644 800 1366 1526,803 399 348 977 827 495,0.73 0.24 0.1 0.78 0.85 0.69
105 209 359 1147 1214 1301 1351,744 561 396 284 396 188 668,0.96 0.34 0.28 0.28 0.93 0.58 0.26
267 323 506 1299 1488,249 1400 1104 827 936,0.24 0.29 0.25 0.18 0.11
94 237 244 271 287 404 414 1024 1186 1236 1340 1436 1446 1512,124 536 810 474 312 500 831 1580 504 996 1028 276 378 162,0.73 0.36 0.54 0.15 0.89 0.24 0.11 0.6 0.35 0.46 0.62 0.4 0.84 0.59
19 102 772 1022 1148,1276 980 582 604 807,0.45 0.32 0.92 0.72 0.28
216 742 819 909 1212 1225 1395,1800 741 831 620 106 516 1180,0.45 0.33 0.19 0.18 0.1 0.88 0.11
54 153 576 609 692 1325 1362,878 1088 210 518 620 572 298,0.63 0.63 0.28 0.32 0.48 0.52 0.51
25 228 445 738 888,465 246 1038 370 264,0.36 0.33 0.5 0.11 0.98
991 1247,1300 504,0.86 0.28
781 974 1284 1463,1580 316 972 594,0.83 0.25 0.97 0.97
473 533 639 723 947 1091 1222,219 726 1639 153 260 1424 980,0.53 0.58 0.76 0.35 0.66 0.52 0.44
107 523 706 783 983 1072,724 516 1384 741 164 585,0.15 0.66 0.88 0.52 0.79 0.61
434 1343,284 1148,0.9 0.73
611 661 937 954 1077 1227,246 936 1444 696 736 843,0.18 0.32 0.08 0.68 0.65 0.36
175 219 502 1091,770 1008 1585 1424,0.16 0.75 0.93 1.0
473,292,0.27
523,688,0.72
128 756 960 1159 1376,159 1072 645 1134 504,0.15 0.02 0.53 0.13 0.47
377 849 1292,420 495 999,0.92 0.63 0.23
58,924,0.43
75 158 657 1040 1466 1523,204 474 636 396 360 468,0.95 0.16 0.75 0.03 0.02 0.32
4 229 289 395 406 508 639 1464,1820 1115 548 888 656 758 1312 888,0.09 0.74 0.14 0.58 0.21 0.51 0.93 0.84
1288,413,0.15
333 416 672 921 1048 1154 1159 1537,396 1328 1336 270 663 509 1134 819,0.14 0.51 0.68 0.64 0.25 0.98 0.9 0.09
137 143 1052 1485,1110 738 280 450,0.91 0.46 0.89 0.28
278 1453,1008 933,0.76 0.63
45 228 305 594,212 328 1017 231,0.12 0.19 0.79 0.28
401 671 1010 1326 1497,210 586 530 513 986,0.09 0.21 0.68 0.74 0.89
465 868 1084 1394,885 1074 411 759,0.27 0.83 0.59 0.09
49 53 558 1257 1374,676 1083 320 776 1156,0.7 0.75 0.52 0.79 0.48
87 109 513 569 679 763 1262,534 1580 174 948 447 765 227,0.15 0.67 0.57 0.14 0.63 0.07 0.88
73 583 1222 1282 1398,932 483 980 1032 944,0.02 0.96 0.35 0.48 0.82
677 689 700 749 856 939 1159 1438,888 528 803 801 956 210 1512 548,0.53 0.93 0.62 0.26 0.07 0.13 0.68 0.25
225 814 934 1457 1500,778 519 330 668 964,0.63 0.08 0.12 0.62 0.89
179 412 988 1021 1048 1364 1493,1100 552 1444 366 663 480 1188,0.02 0.47 0.08 0.13 0.32 0.11 0.89
489 532 815 1111 1404,723 1935 368 234 542,0.81 0.73 0.17 0.08 0.65
137 380 613 836 1152 1190 1223,1110 488 728 354 526 520 118,0.16 0.48 0.92 0.02 0.69 0.62 0.04
145 417 577 700 787 1253 1410,454 544 524 803 298 684 344,0.07 0.23 0.59 0.46 0.14 0.96 0.54
617 721,463 678,0.48 0.76
842 1378,960 146,0.22 0.72
346 602 952 1461,424 642 1164 1024,0.41 0.66 0.55 0.71
20 64 94 273 280 577 775,556 483 248 436 543 786 190,0.33 0.09 0.06 0.94 0.77 0.53 0.14
518 616 841 1007,408 532 555 908,0.77 0.35 0.2 0.22
458 491 508 608,450 1053 1137 204,0.22 0.47 0.64 0.98
392 602 808 1117,390 428 278 728,0.89 0.47 0.04 0.39
695,1056,0.74
233 372 528 1464 1508,984 1194 192 592 1062,0.92 0.04 0.72 0.39 0.5
89 322 545 861 1404,795 894 580 735 813,0.37 0.62 0.43 0.41 0.16
241 896 1117 1206,582 1072 1092 1372,0.96 0.64 0.14 0.46
1013,620,0.88
308 568 1477,436 999 810,0.51 0.8 0.46
198 591 995 1107 1211,276 351 459 1080 1516,0.58 0.56 0.61 0.92 0.93
222 932 1225 1454 1497,1185 636 344 678 1316,0.24 0.66 0.92 0.44 0.11
79 249 312 888 948 1264,396 636 639 440 1184 940,0.28 0.55 0.18 0.74 0.12 0.11
64 97 124 241 474 983 1013,483 177 363 873 1408 246 465,0.62 0.15 0.98 0.91 0.6 0.07 0.33
5 1220,876 780,0.91 0.31
294 604 854 954 981 1077 1376 1409,396 500 320 522 508 1104 504 159,0.63 0.94 0.8 0.25 0.44 0.28 0.24 0.74
962 985 1445 1555,561 216 296 885,0.27 0.25 0.94 0.51
769 806,236 780,0.27 0.93
120 340 1022,678 126 453,0.3 0.77 0.81
853 1015,1164 438,0.1 0.89
17 1186,897 336,0.67 0.54
366 454 1069,708 372 227,0.31 0.42 0.49
19 25 179 362 728 795,957 620 1100 1191 567 384,0.47 0.79 0.04 0.17 0.91 0.34
59 262 479,280 268 860,0.3 0.45 0.87
389 599 665 805 1115,537 927 314 576 500,0.44 0.99 0.82 0.69 0.63
133 183 692 721 842 1364 1408,140 723 310 903 1280 320 530,0.01 0.32 0.53 0.3 0.77 0.41 0.6
590 790 800 867 1006 1316,386 154 1304 752 642 213,0.77 0.12 0.45 0.22 0.31 0.73
431 727,288 573,0.57 0.08
305 737 947 954 1247 1297 1397,1356 512 260 696 672 664 429,0.88 0.91 0.31 0.62 0.64 0.14 0.86
993 1330,1975 399,0.81 0.96
219 307 1222 1494,504 296 490 672,0.3 0.64 0.98 0.29
872 895 1355,756 325 189,0.59 0.65 0.98
24 1178,346 1134,0.37 0.39
71 437 504 616 1292 1446 1492,1104 788 368 399 999 252 304,0.95 0.91 0.25 0.86 0.32 0.45 0.76
83 167 387 545 608 666 1244 1475,776 240 723 580 204 356 605 1068,0.02 0.83 0.95 0.17 0.28 0.19 0.77 0.46
162 728 1011 1150,570 567 1268 957,0.53 0.2 0.22 0.4
216 272 276 382 465 965 1198,1080 782 772 324 590 459 1029,0.84 0.93 0.85 0.61 0.72 0.19 0.18
93 189 632 1275 1302 1310 1318,384 690 166 351 555 1194 186,0.22 0.82 0.55 0.28 0.76 0.22 0.08
364 501 1066,660 290 867,0.06 0.88 0.37
411 748 1180,204 660 1560,0.69 0.48 0.27
45 288 481 637 837 1363 1420 1440,212 572 855 344 324 532 692 843,0.78 0.61 0.3 0.46 0.73 0.58 0.61 0.52
939,210,0.45
766 812 949 1315,124 668 1003 534,0.83 0.45 0.62 0.85
173 490,429 660,0.97 0.33
880 892 1059 1142 1362,1095 819 684 1180 596,0.37 0.35 0.21 0.12 0.59
1125 1196 1202 1558,663 1460 1576 432,0.7 0.49 0.55 0.36
527 1319 1509,714 504 1192,0.77 0.74 0.06
170 403 979 1039 1228 1484,640 310 1512 243 657 198,0.95 0.27 0.81 0.66 0.88 0.39
155 977,762 152,0.09 0.48
55 448 1010 1536,1400 616 1060 266,0.5 0.03 0.9 0.88
225 369 468 701 924 1240 1311,1556 459 522 150 810 903 966,0.38 0.08 0.03 0.21 0.79 0.59 0.63
408 778,660 1088,0.32 0.17
104 121 1392,1167 596 249,0.32 0.05 0.78
427 570 903 1425 1442 1513,856 648 504 654 492 760,0.67 0.3 0.99 0.69 0.54 0.45
434 663 1040 1549,568 352 396 455,0.5 0.79 0.2 0.41
368 863,227 894,0.21 0.26
131 181 457 474 597 747,960 279 451 1056 1120 549,0.33 0.29 0.29 0.29 0.68 0.23
222 865,1185 836,0.3 0.29
149 449 482 499 599 626 1235 1497,498 1476 219 888 696 258 413 658,0.32 0.33 0.22 0.47 0.66 0.49 0.24 0.1
30 446 906 995,423 1500 189 345,0.43 0.57 0.9 0.14
802 1411,598 760,0.48 0.69
654 764,651 1143,0.12 0.68
681 1097 1407,690 645 189,0.69 0.76 0.55
648 831 1197,1088 632 1256,0.04 0.23 0.21
42 63 1018 1544,1128 885 372 292,0.41 0.67 0.55 0.72
136 379 612 834 1151 1221,1161 1540 714 1184 186 447,0.02 0.53 0.1 0.22 0.81 0.03
11 27 127 310 360 870 1313 1542,1053 795 522 227 524 788 1176 380,0.09 0.25 0.23 0.5 0.85 0.09 0.24 0.76
138 227 393 770 876 880 1259 1269,810 396 336 915 342 1825 428 1191,0.74 0.09 0.59 0.77 0.22 0.45 0.33 0.4
158 307,632 444,0.7 0.07
757,441,0.05
76 216 1358,507 1440 420,0.37 0.45 0.35
27 1325 1508,795 286 1416,0.8 0.92 0.28
39 565 642 1035 1048 1218 1241,622 180 664 444 884 549 596,0.64 0.57 0.54 0.31 0.08 0.09 0.14
613 1355,364 189,0.57 0.96
357 816 906,720 916 252,0.23 0.73 0.7
338 920 941 1103 1347,227 146 1185 229 531,0.23 0.14 0.02 0.92 0.94
454 592 1157,465 992 1008,0.72 0.74 0.2
404 741 1174,500 219 681,0.89 0.58 0.07
728,756,0.74
63 379,885 1540,0.42 0.36
672 851 934 1155,1002 1003 330 564,0.28 0.42 0.65 0.2
479,645,0.36
27 443 626 703 903 992,1060 532 516 1188 504 716,0.89 0.73 0.59 0.22 0.64 0.37
94 743 897,186 384 216,0.35 0.5 0.35
235 474 884 1266 1277 1483,1065 1408 520 354 1016 639,0.03 0.22 0.29 0.31 0.48 0.5
274 351 744 927 950 1306,748 827 1173 252 1041 988,0.66 0.48 0.51 0.63 0.09 0.8
126 436 675 1065 1085 1468 1491,483 612 718 752 448 504 774,0.11 0.94 0.58 0.34 0.43 0.57 0.5
130 739 812 1055,669 714 668 486,0.34 0.78 0.98 0.8
163 180 250 866,714 138 1036 1038,0.06 0.83 0.83 0.38
267 313 816,249 855 916,0.07 0.15 0.27
248 438 831 1014,172 386 474 177,0.47 0.78 0.21 0.91
608 791 990 1001 1207 1517,272 645 936 1008 567 231,0.22 0.5 0.25 0.17 0.93 0.17
383 953,550 822,0.94 0.97
117 549 759 766 1059 1209,825 672 756 248 684 810,0.46 0.05 0.49 0.77 0.83 0.82
114 773 896 1196,276 284 1072 1460,0.84 0.92 0.49 0.09
297 374 767 950 1329,270 596 290 1041 495,0.07 0.66 0.77 0.69 0.91
149 299 459 1154 1241 1291,747 672 192 850 1490 919,0.58 0.66 1.0 0.89 0.76 0.94
436 806,306 1040,0.7 0.51
153 390 423 440,1088 1122 588 134,0.64 0.64 0.36 0.5
119 186 323 635 739,455 892 1050 413 952,0.55 0.38 0.97 0.88 0.43
365 594 970 1480,1584 115 933 432,0.9 0.37 0.83 0.24
298,566,0.2
125 185 874,927 171 476,0.15 0.99 0.21
728 761 1100 1350 1477,756 680 216 184 540,0.51 0.77 0.79 0.73 0.53
69 312 861 1051 1444,620 639 490 156 704,0.25 0.14 0.33 0.04 0.84
410 686 976,378 546 351,0.53 0.39 0.68
636 992,792 537,0.23 0.53
397 840,405 411,0.69 0.22
197 829 1439,1164 868 450,0.25 0.1 0.7
107 340 563 879 1422,543 189 504 333 669,0.13 0.14 0.34 0.75 0.13
259 915 1135 1224,380 1148 588 496,0.67 0.74 0.44 0.24
1031,484,0.25
326 692 715 975,494 310 465 1880,0.81 1.0 0.73 0.24
219 596 706 1521,756 128 1038 210,0.98 0.38 0.37 0.74
73 302 346 629 1182 1338,699 1035 848 165 420 888,0.08 0.12 0.41 0.1 0.26 0.76
94 1037 1380,186 231 1448,0.84 0.1 0.95
770,549,0.44
1513,380,0.83
504 548 831 1390 1419,368 869 474 573 249,0.67 0.62 0.13 0.72 0.26
35 285,442 558,0.01 0.99
318 329 844,741 522 993,0.11 0.54 0.81
634,1011,0.05
160 803 846 1179 1275,426 702 513 1052 234,0.57 0.37 0.74 0.11 0.36
403 487,620 520,0.5 0.99
736 1046,426 664,0.8 0.35
4 127 903,728 522 1008,0.89 0.3 0.08
301 457 657 1023 1183 1239 1306,106 451 636 492 616 684 988,0.25 0.24 0.99 0.26 0.52 0.4 0.49
22 26 415 819 842,458 352 1164 831 1600,0.59 0.74 0.62 0.13 0.66
502 659 1224 1384 1441 1507,1268 963 372 1028 393 919,0.76 0.62 0.03 1.0 0.02 0.57
795 1072 1211 1361,288 585 1516 724,0.54 0.37 0.61 0.34
736 930 1252 1418 1429,852 592 684 644 1200,0.39 0.37 0.22 0.56 0.07
24 457 673 827,692 903 822 380,0.98 0.07 0.43 0.09
234 307 611 717 1039 1122,540 592 246 1176 162 222,0.63 0.69 0.04 0.58 0.59 0.46
299 469 931 1451 1540,504 387 760 648 1056,0.25 0.29 0.68 0.02 0.71
269 898 1101 1301 1518,852 522 786 282 1408,0.43 0.12 0.73 0.91 0.31
246 616 1088 1531,642 532 1660 204,0.43 0.37 0.76 0.19
50 107 217 300 799 816 1182 1205,1185 543 204 882 568 687 420 780,0.65 0.32 0.6 0.96 0.71 0.7 0.21 0.49
175 404 448 731 1290,1155 250 462 1143 1284,0.4 0.07 0.82 0.37 0.13
185,171,0.58
584 1527,777 692,0.92 0.64
538 572 1160 1260 1287,279 1003 1104 200 280,0.02 0.41 0.17 0.91 0.5
380 570 1073 1146 1389,244 864 1035 771 526,0.96 0.74 0.45 0.9 0.65
220 430 497 636 946,765 540 561 528 570,0.35 0.36 0.77 0.95 0.13
61 111 207 357 650 1293 1336,148 1392 248 720 620 288 678,0.83 0.3 1.0 0.34 0.11 0.3 0.39
315 382 519 719 935 1245,288 486 764 735 840 696,0.77 0.1 0.48 0.75 0.2 0.92
500 656 855 1382 1438 1504,798 1925 723 225 685 318,0.71 0.17 0.78 0.25 0.13 0.85
972 1109,892 165,0.78 0.82
133 279 379 916 922 967 1215,210 1128 1155 771 518 244 584,0.25 0.71 0.9 0.32 0.07 0.57 0.55
118 898 921 1181 1381,296 522 405 708 651,0.4 0.85 0.49 0.32 0.4
18 578 678 961 1144 1214 1221 1514,1068 687 1107 393 340 528 447 115,0.98 0.98 0.19 0.02 0.39 0.69 0.55 0.4
285 518 1094 1154 1261 1344,744 544 1885 680 240 608,0.18 0.13 0.07 0.66 0.44 0.75
825 1480,849 288,0.83 0.37
482 559 952 965 1135 1158 1514,219 1889 1164 459 392 264 115,0.73 0.24 0.99 0.03 0.84 0.83 0.69
24 58 141 773 810 883 1060,692 693 1179 284 171 869 574,0.59 0.64 0.99 0.9 0.53 0.09 0.75
478 528 627,1164 384 509,0.23 0.63 0.31
371 388 458 508 1074,198 705 450 1137 939,0.75 0.15 0.34 0.52 0.23
1037 1097 1213 1446,231 645 586 378,0.53 0.33 0.8 0.49
63 267 512,590 249 822,0.57 0.74 0.79
573 862,678 819,0.24 0.72
849,660,0.36
263 446 812,1520 1500 1336,0.7 0.23 0.5
71 1159,1104 1134,0.54 0.41
10 377 443 653 659 813,426 630 399 1112 1284 290,0.12 0.99 0.76 0.72 0.65 0.07
401 1177,140 462,0.85 0.13
389,537,0.56
272 478 834 1360,1173 873 592 1210,0.75 0.46 0.08 0.59
195 428 651 967 1005 1038 1510,708 200 240 122 1096 148 288,0.55 0.98 0.11 0.29 0.7 0.34 0.73
232 515 602 1068 1224 1518,526 764 642 633 496 1056,0.18 0.35 0.91 0.24 0.7 0.32
1266 1337,590 171,0.13 0.19
586 1429,426 960,0.79 0.16
260 320 426 437 670 1179 1495,736 1630 120 788 716 1315 1392,0.61 0.09 0.79 0.28 0.54 0.44 0.73
85 355 418 1027 1354 1371,680 324 1264 693 296 741,0.18 0.42 0.8 0.61 0.26 0.05
592 968 1478 1507,496 384 798 736,0.48 0.77 0.21 0.09
37 82 193 792 1158 1441,318 540 1472 426 264 262,0.86 0.49 0.77 0.92 0.28 0.4
45 1343 1526,159 861 660,0.12 0.8 0.21
57 584 661 1054 1066 1237 1260,122 518 1170 592 1156 825 134,0.46 0.25 0.05 0.85 0.75 0.54 0.31
631 1373,156 1080,0.62 0.82
375 835 924 1517,916 1047 540 174,0.12 0.03 0.69 0.21
439 676 710 726 826 1049 1521,700 1316 476 963 549 1179 280,0.35 0.74 0.14 0.8 0.3 0.42 0.97
416 423 1192 1438,1660 588 392 548,0.44 0.59 0.78 0.74
81 154 397 886 946 1029 1136 1529,852 784 405 1244 1140 504 1805 1308,0.44 0.4 0.06 0.48 0.81 0.19 0.9 0.09
179 462 645 715 721 1077,825 636 1328 465 678 1472,0.91 0.45 0.32 0.7 0.9 0.33
112 545 755 761 915 1204,451 580 894 680 861 864,0.51 0.03 0.46 0.64 0.4 0.51
109 769 891 1052 1235 1312,1580 177 494 420 413 612,0.38 0.29 0.17 0.58 0.58 0.76
411 777 800 844 1054 1060 1503,153 1488 977 993 444 574 1176,0.28 0.9 0.37 0.01 0.31 0.56 0.72
32 155 244 531 768 837 1253,572 762 540 240 1104 648 513,0.76 0.86 0.04 0.05 0.23 0.68 0.93
235 984 1149,1065 243 264,0.11 0.07 0.76
506 882,736 747,0.68 0.25
40 233 722,198 738 566,0.45 0.13 0.13
456 1032,801 110,0.79 0.7
108 131 886,438 720 622,0.36 0.17 0.6
20 403 414 929,556 465 831 212,0.76 0.76 0.21 0.86
245 507 888 1206 1323 1556,447 505 264 1029 1176 795,0.58 0.41 0.73 0.77 0.54 0.06
382 1071,324 1056,0.56 0.23
319 702 725 1468,320 1152 298 378,0.45 0.45 0.72 0.2
246 296 386 392 542 835 1478 1521,963 100 446 390 453 1396 532 140,0.36 0.63 0.4 0.86 0.34 0.74 0.62 0.37
111 521 904,1044 1089 300,0.79 0.42 0.5
84 88 255 910 1293 1409,843 258 192 552 576 159,0.3 0.72 0.86 0.09 0.35 0.42
158 402 635 857 1211 1377 1460,474 339 552 888 1137 1132 639,0.56 0.04 0.57 0.96 0.37 0.07 0.81
383,825,0.88
210 266 450 886 1242 1431,616 648 1348 933 990 846,0.13 0.23 0.49 0.01 0.01 0.55
37 347 996 1000 1379 1389,476 360 254 1076 384 1052,0.64 0.71 0.83 0.02 0.71 0.4
1063,953,0.3
181 214 230 330 357 967 1439,279 1128 357 1194 900 305 450,0.86 0.13 0.38 0.37 0.11 0.79 0.92
49 249 339 405 1064 1187 1347 1530,1014 636 420 1476 108 880 354 508,0.66 0.39 0.42 0.44 0.54 0.59 0.59 0.64
330 1078 1311 1534,796 492 1288 556,0.25 0.19 0.36 0.83
97 219 995,118 756 345,0.5 0.4 0.09
23 179 745 905 961 1028,525 1100 340 699 393 448,0.74 0.55 0.63 0.99 0.49 0.1
495 633 1049 1198,468 370 1179 1372,0.51 0.33 0.95 0.05
110 742 936 1258 1318 1425 1435,705 988 1112 183 372 436 1088,0.87 0.97 0.65 0.18 0.93 0.81 0.8
468 495 811 1083 1354 1416,348 351 891 150 444 556,0.15 0.53 0.39 0.13 0.56 0.08
1520,924,0.51
401 971,140 855,0.12 0.16
179 389 396 839,1375 537 1620 264,0.09 0.09 0.74 0.13
29 54 430 439 822 832 942,534 586 1080 1750 930 1296 936,0.64 0.92 0.64 0.89 0.35 0.26 0.51
93 1042 1312,384 345 612,0.47 0.27 0.56
484,1456,0.58
89 717 921 1121 1337,476 1568 405 1161 171,0.43 0.87 0.23 0.69 0.74
811 1254,891 734,0.1 0.28
392 708 1341,520 736 1380,0.17 0.28 0.5
375 519 619 852 1074 1390 1461,687 764 675 206 939 573 768,0.74 0.16 0.47 0.29 0.44 0.75 0.11
224 267 427 483 550 1103 1259 1459,519 332 428 388 960 459 856 286,0.12 1.0 0.95 0.05 0.72 0.2 0.87 0.39
358 391 474 730 980 1107,1125 393 704 516 688 810,0.22 0.94 0.4 0.79 0.41 0.8
398 431 447 547 574 1184 1500,160 192 576 693 801 852 723,0.16 0.43 0.69 0.88 0.56 0.39 0.69
146 189 266 622 1281 1404,766 1380 486 243 1108 813,0.2 0.73 0.09 0.92 0.88 0.5
187 397 696 846,528 540 288 684,0.66 0.56 0.27 0.34
37 426 447 829 852 1356,636 120 864 434 276 480,0.07 0.57 0.58 0.33 0.15 0.17
1104 1160,980 827,0.99 0.9
185 322 345 388 605 1514,227 894 422 470 944 231,0.91 0.44 0.31 0.51 0.26 0.74
735 1511,588 360,0.51 0.79
259 309 812 818 968 1261 1490 1534,570 1086 1002 270 512 240 420 834,0.2 0.15 0.22 0.68 0.55 0.26 0.61 0.08
51 533 537 916 1353,441 968 795 771 672,0.97 0.26 0.36 0.11 0.24
558 1267,160 480,0.13 0.38
431 863 1073 1080 1373 1423 1523,384 1192 1035 657 1080 948 312,0.88 0.11 0.36 0.83 0.12 0.29 0.59
1242,792,0.39
399 460 576 809 905 1348,174 483 140 244 932 988,0.79 0.27 0.73 0.34 0.47 0.26
713 1522,1384 342,0.4 0.66
247 1012 1401 1422,534 827 636 669,0.08 0.46 0.76 0.07
380 636 985 1495,244 1056 216 1044,0.5 0.34 0.44 0.05
22 222 931 1297 1320 1364,916 1185 570 664 798 320,0.11 0.32 0.14 0.51 0.24 0.43
159 928,684 495,0.13 0.37
229 236 386 679 908 951 1234,892 543 669 447 138 386 168,0.46 0.41 0.92 0.87 0.36 0.9 0.43
134 550 860,729 960 702,0.15 0.62 0.65
101 284 650,360 396 620,0.22 0.79 0.42
899,768,0.23
184 394 400 693 727 743 843 870,1019 939 429 796 573 288 1470 591,0.46 0.03 0.9 0.1 0.34 0.59 0.17 0.58
275 930 1150 1240,654 444 957 451,0.94 0.48 0.72 0.97
483 693 755 992 1025 1042 1142,582 597 596 894 725 229 1180,0.58 0.46 0.94 0.91 0.81 0.21 0.61
732 738 1075 1508,455 740 462 1416,0.1 0.82 0.39 0.76
307 1262,296 227,0.24 0.37
41 640 1006 1029 1289 1489,267 777 642 672 363 519,0.19 0.8 0.37 0.68 0.96 0.71
1037 1374,290 1445,0.64 0.43
228 272 555 1108 1264 1557,246 1564 1152 492 705 360,0.55 0.91 0.54 0.95 0.32 0.72
119 136 408 1351,684 774 660 668,0.38 0.69 0.87 0.12
269 358 462 785 845 951 962 1367,852 1125 424 911 426 965 561 714,0.53 0.85 0.42 0.74 0.32 0.08 0.74 0.1
337 610 1552,150 908 810,0.34 0.24 0.34
1286 1409,180 159,0.52 0.04
31 474 1117 1144 1161 1443 1493,310 1056 1092 254 1077 651 1188,0.02 0.78 0.48 0.36 0.08 0.39 0.63
497 634 1050 1200,561 759 384 561,0.32 1.0 0.62 0.8
549 769 1048 1285 1452,672 177 884 561 1156,0.9 0.81 0.81 0.61 0.26
393 609,224 1036,0.29 0.24
813 1355,434 252,0.83 0.48
230 1156 1412,595 546 549,0.7 0.78 0.67
80 263 313 823 1266 1495 1522 1538,1089 1140 1140 1029 354 1392 342 680,0.33 0.11 0.69 0.36 0.67 0.89 0.67 0.57
131 514 524 1040,720 543 696 528,0.27 0.67 0.74 0.44
108 618 647 1317 1387 1431 1433,657 560 548 903 1396 846 789,1.0 0.52 0.21 0.84 0.51 0.61 0.54
72 854 904 1181 1320 1470,548 480 450 354 798 482,0.78 0.86 0.06 0.7 0.73 0.37
31 74 357 497 653,620 471 900 748 1112,0.31 0.78 0.83 0.93 0.07
67 311 544 766 1083 1153,744 860 885 248 150 104,0.37 0.46 0.01 0.47 0.8 0.08
234 350 583 1093,810 326 322 1124,0.37 0.77 0.02 0.41
758,1276,0.42
13 269 512 745 968 1322 1488,530 568 822 340 384 1280 702,0.07 0.38 0.77 0.15 0.7 0.85 0.57
277 882 1392,964 747 166,0.38 0.94 0.75
90 140,385 728,0.2 0.26
689 1498,352 919,0.86 0.45
1107 1489 1500,810 519 482,0.76 0.03 0.24
158 840,474 274,0.08 1.0
185 385 497 574 967 1173,227 468 561 534 183 462,0.12 0.2 0.3 0.09 0.81 0.14
322 532 738 1048,894 774 370 442,0.45 0.32 0.6 0.07
116 212 528 655 1264 1324 1441,794 332 288 462 940 662 524,0.3 0.37 0.95 0.71 0.59 0.64 0.15
386 403 474 524 940 946 1089,892 620 704 522 1136 570 741,0.72 0.47 0.99 0.56 0.3 0.17 0.86
67 311 504 660 860 1386 1442 1463,744 430 552 1120 468 492 656 594,0.35 0.97 0.83 0.56 0.92 0.15 0.92 0.39
962 1550,374 724,0.28 0.37
202 712 1028 1155 1351 1384 1411 1528,596 1548 672 564 501 771 760 488,0.22 0.69 0.73 0.88 0.34 0.06 0.95 0.44
